datasetID,accessible,institution,dataStructure,cdm_data_type,class,title,minLongitude,maxLongitude,longitudeSpacing,minLatitude,maxLatitude,latitudeSpacing,minAltitude,maxAltitude,minTime,maxTime,timeSpacing,griddap,subset,tabledap,MakeAGraph,sos,wcs,wms,files,fgdc,iso19115,metadata,sourceUrl,infoUrl,rss,email,testOutOfDate,outOfDate,summary
stage_qualify_northwest_qm_public_only,public,NOAA ORR,table,Other,EDDTableFromDatabase,"Qualifier Codes, Northwest",,,,,,,,,,,,,,https://www.diver.orr.noaa.gov/erddap/tabledap/stage_qualify_northwest_qm_public_only,,,,,,,,https://www.diver.orr.noaa.gov/erddap/info/stage_qualify_northwest_qm_public_only/index,(source database),https://www.diver.orr.noaa.gov/web/guest/data-overview,https://www.diver.orr.noaa.gov/erddap/rss/stage_qualify_northwest_qm_public_only.rss,https://www.diver.orr.noaa.gov/erddap/subscriptions/add.html?datasetID=stage_qualify_northwest_qm_public_only&showErrors=false&email=,,,Qualifier Codes - Northwest. NOAA ORR data from a local source.
stage_qualify_southeast_qm_public_only,public,NOAA ORR,table,Other,EDDTableFromDatabase,"Qualifier Codes, Southeast",,,,,,,,,,,,,,https://www.diver.orr.noaa.gov/erddap/tabledap/stage_qualify_southeast_qm_public_only,,,,,,,,https://www.diver.orr.noaa.gov/erddap/info/stage_qualify_southeast_qm_public_only/index,(source database),https://www.diver.orr.noaa.gov/web/guest/data-overview,https://www.diver.orr.noaa.gov/erddap/rss/stage_qualify_southeast_qm_public_only.rss,https://www.diver.orr.noaa.gov/erddap/subscriptions/add.html?datasetID=stage_qualify_southeast_qm_public_only&showErrors=false&email=,,,Qualifier Codes - Southeast. NOAA ORR data from a local source.
stage_qualify_southwest_qm_public_only,public,NOAA ORR,table,Other,EDDTableFromDatabase,"Qualifier Codes, Southwest",,,,,,,,,,,,,,https://www.diver.orr.noaa.gov/erddap/tabledap/stage_qualify_southwest_qm_public_only,,,,,,,,https://www.diver.orr.noaa.gov/erddap/info/stage_qualify_southwest_qm_public_only/index,(source database),https://www.diver.orr.noaa.gov/web/guest/data-overview,https://www.diver.orr.noaa.gov/erddap/rss/stage_qualify_southwest_qm_public_only.rss,https://www.diver.orr.noaa.gov/erddap/subscriptions/add.html?datasetID=stage_qualify_southwest_qm_public_only&showErrors=false&email=,,,Qualifier Codes - Southwest. NOAA ORR data from a local source.
cubes_fact_samples_greatlakes,public,NOAA ORR,table,Other,EDDTableFromDatabase,"Samples, Great Lakes",,,,,,,,,,,,,https://www.diver.orr.noaa.gov/erddap/tabledap/cubes_fact_samples_greatlakes.subset,https://www.diver.orr.noaa.gov/erddap/tabledap/cubes_fact_samples_greatlakes,https://www.diver.orr.noaa.gov/erddap/tabledap/cubes_fact_samples_greatlakes.graph,,,,,,,https://www.diver.orr.noaa.gov/erddap/info/cubes_fact_samples_greatlakes/index,(source database),https://www.diver.orr.noaa.gov/web/guest/data-overview,https://www.diver.orr.noaa.gov/erddap/rss/cubes_fact_samples_greatlakes.rss,https://www.diver.orr.noaa.gov/erddap/subscriptions/add.html?datasetID=cubes_fact_samples_greatlakes&showErrors=false&email=,,,Samples - Great Lakes. NOAA ORR data from a local source.
cubes_fact_samples_northeast,public,NOAA ORR,table,Other,EDDTableFromDatabase,"Samples, Northeast",,,,,,,,,,,,,https://www.diver.orr.noaa.gov/erddap/tabledap/cubes_fact_samples_northeast.subset,https://www.diver.orr.noaa.gov/erddap/tabledap/cubes_fact_samples_northeast,https://www.diver.orr.noaa.gov/erddap/tabledap/cubes_fact_samples_northeast.graph,,,,,,,https://www.diver.orr.noaa.gov/erddap/info/cubes_fact_samples_northeast/index,(source database),https://www.diver.orr.noaa.gov/web/guest/data-overview,https://www.diver.orr.noaa.gov/erddap/rss/cubes_fact_samples_northeast.rss,https://www.diver.orr.noaa.gov/erddap/subscriptions/add.html?datasetID=cubes_fact_samples_northeast&showErrors=false&email=,,,Samples - Northeast. NOAA ORR data from a local source.
cubes_fact_samples_northwest,public,NOAA ORR,table,Other,EDDTableFromDatabase,"Samples, Northwest",,,,,,,,,,,,,https://www.diver.orr.noaa.gov/erddap/tabledap/cubes_fact_samples_northwest.subset,https://www.diver.orr.noaa.gov/erddap/tabledap/cubes_fact_samples_northwest,https://www.diver.orr.noaa.gov/erddap/tabledap/cubes_fact_samples_northwest.graph,,,,,,,https://www.diver.orr.noaa.gov/erddap/info/cubes_fact_samples_northwest/index,(source database),https://www.diver.orr.noaa.gov/web/guest/data-overview,https://www.diver.orr.noaa.gov/erddap/rss/cubes_fact_samples_northwest.rss,https://www.diver.orr.noaa.gov/erddap/subscriptions/add.html?datasetID=cubes_fact_samples_northwest&showErrors=false&email=,,,Samples - Northwest. NOAA ORR data from a local source.
cubes_fact_samples_southeast,public,NOAA ORR,table,Other,EDDTableFromDatabase,"Samples, Southeast",,,,,,,,,,,,,https://www.diver.orr.noaa.gov/erddap/tabledap/cubes_fact_samples_southeast.subset,https://www.diver.orr.noaa.gov/erddap/tabledap/cubes_fact_samples_southeast,https://www.diver.orr.noaa.gov/erddap/tabledap/cubes_fact_samples_southeast.graph,,,,,,,https://www.diver.orr.noaa.gov/erddap/info/cubes_fact_samples_southeast/index,(source database),https://www.diver.orr.noaa.gov/web/guest/data-overview,https://www.diver.orr.noaa.gov/erddap/rss/cubes_fact_samples_southeast.rss,https://www.diver.orr.noaa.gov/erddap/subscriptions/add.html?datasetID=cubes_fact_samples_southeast&showErrors=false&email=,,,Samples - Southeast. NOAA ORR data from a local source.
cubes_fact_samples_southeast_dwh_bpnrda,public,NOAA ORR,table,Other,EDDTableFromDatabase,"Samples, Southeast, DWH BP NRDA",,,,,,,,,,,,,https://www.diver.orr.noaa.gov/erddap/tabledap/cubes_fact_samples_southeast_dwh_bpnrda.subset,https://www.diver.orr.noaa.gov/erddap/tabledap/cubes_fact_samples_southeast_dwh_bpnrda,https://www.diver.orr.noaa.gov/erddap/tabledap/cubes_fact_samples_southeast_dwh_bpnrda.graph,,,,,,,https://www.diver.orr.noaa.gov/erddap/info/cubes_fact_samples_southeast_dwh_bpnrda/index,(source database),https://www.diver.orr.noaa.gov/web/guest/data-overview,https://www.diver.orr.noaa.gov/erddap/rss/cubes_fact_samples_southeast_dwh_bpnrda.rss,https://www.diver.orr.noaa.gov/erddap/subscriptions/add.html?datasetID=cubes_fact_samples_southeast_dwh_bpnrda&showErrors=false&email=,,,Samples - Southeast - DWH BP NRDA
cubes_fact_samples_southeast_dwh_bppublic,public,NOAA ORR,table,Other,EDDTableFromDatabase,"Samples, Southeast, DWH BP Public",,,,,,,,,,,,,https://www.diver.orr.noaa.gov/erddap/tabledap/cubes_fact_samples_southeast_dwh_bppublic.subset,https://www.diver.orr.noaa.gov/erddap/tabledap/cubes_fact_samples_southeast_dwh_bppublic,https://www.diver.orr.noaa.gov/erddap/tabledap/cubes_fact_samples_southeast_dwh_bppublic.graph,,,,,,,https://www.diver.orr.noaa.gov/erddap/info/cubes_fact_samples_southeast_dwh_bppublic/index,(source database),https://www.diver.orr.noaa.gov/web/guest/data-overview,https://www.diver.orr.noaa.gov/erddap/rss/cubes_fact_samples_southeast_dwh_bppublic.rss,https://www.diver.orr.noaa.gov/erddap/subscriptions/add.html?datasetID=cubes_fact_samples_southeast_dwh_bppublic&showErrors=false&email=,,,Samples - Southeast - DWH BP Public
cubes_fact_samples_southeast_dwh_noaanrda,public,NOAA ORR,table,Other,EDDTableFromDatabase,"Samples, Southeast, DWH NOAA NRDA",,,,,,,,,,,,,https://www.diver.orr.noaa.gov/erddap/tabledap/cubes_fact_samples_southeast_dwh_noaanrda.subset,https://www.diver.orr.noaa.gov/erddap/tabledap/cubes_fact_samples_southeast_dwh_noaanrda,https://www.diver.orr.noaa.gov/erddap/tabledap/cubes_fact_samples_southeast_dwh_noaanrda.graph,,,,,https://www.diver.orr.noaa.gov/erddap/metadata/fgdc/xml/cubes_fact_samples_southeast_dwh_noaanrda_fgdc.xml,https://www.diver.orr.noaa.gov/erddap/metadata/iso19115/xml/cubes_fact_samples_southeast_dwh_noaanrda_iso19115.xml,https://www.diver.orr.noaa.gov/erddap/info/cubes_fact_samples_southeast_dwh_noaanrda/index,(source database),https://www.diver.orr.noaa.gov/web/guest/data-overview,https://www.diver.orr.noaa.gov/erddap/rss/cubes_fact_samples_southeast_dwh_noaanrda.rss,https://www.diver.orr.noaa.gov/erddap/subscriptions/add.html?datasetID=cubes_fact_samples_southeast_dwh_noaanrda&showErrors=false&email=,,,Samples - Southeast - DWH NOAA NRDA
cubes_fact_samples_southeast_dwh_response,public,NOAA ORR,table,Other,EDDTableFromDatabase,"Samples, Southeast, DWH Response",,,,,,,,,,,,,https://www.diver.orr.noaa.gov/erddap/tabledap/cubes_fact_samples_southeast_dwh_response.subset,https://www.diver.orr.noaa.gov/erddap/tabledap/cubes_fact_samples_southeast_dwh_response,https://www.diver.orr.noaa.gov/erddap/tabledap/cubes_fact_samples_southeast_dwh_response.graph,,,,,,,https://www.diver.orr.noaa.gov/erddap/info/cubes_fact_samples_southeast_dwh_response/index,(source database),https://www.diver.orr.noaa.gov/web/guest/data-overview,https://www.diver.orr.noaa.gov/erddap/rss/cubes_fact_samples_southeast_dwh_response.rss,https://www.diver.orr.noaa.gov/erddap/subscriptions/add.html?datasetID=cubes_fact_samples_southeast_dwh_response&showErrors=false&email=,,,Samples - Southeast - DWH Response
cubes_fact_samples_southwest,public,NOAA ORR,table,Other,EDDTableFromDatabase,"Samples, Southwest",,,,,,,,,,,,,https://www.diver.orr.noaa.gov/erddap/tabledap/cubes_fact_samples_southwest.subset,https://www.diver.orr.noaa.gov/erddap/tabledap/cubes_fact_samples_southwest,https://www.diver.orr.noaa.gov/erddap/tabledap/cubes_fact_samples_southwest.graph,,,,,,,https://www.diver.orr.noaa.gov/erddap/info/cubes_fact_samples_southwest/index,(source database),https://www.diver.orr.noaa.gov/web/guest/data-overview,https://www.diver.orr.noaa.gov/erddap/rss/cubes_fact_samples_southwest.rss,https://www.diver.orr.noaa.gov/erddap/subscriptions/add.html?datasetID=cubes_fact_samples_southwest&showErrors=false&email=,,,Samples - Southwest. NOAA ORR data from a local source.
stage_study_notes_greatlakes_qm_public_only,public,NOAA ORR,table,Other,EDDTableFromDatabase,"Study Notes, Great Lakes",,,,,,,,,,,,,,https://www.diver.orr.noaa.gov/erddap/tabledap/stage_study_notes_greatlakes_qm_public_only,,,,,,,,https://www.diver.orr.noaa.gov/erddap/info/stage_study_notes_greatlakes_qm_public_only/index,(source database),https://www.diver.orr.noaa.gov/web/guest/data-overview,https://www.diver.orr.noaa.gov/erddap/rss/stage_study_notes_greatlakes_qm_public_only.rss,https://www.diver.orr.noaa.gov/erddap/subscriptions/add.html?datasetID=stage_study_notes_greatlakes_qm_public_only&showErrors=false&email=,,,Study Notes - Great Lakes. NOAA ORR data from a local source.
stage_study_notes_northeast_qm_public_only,public,NOAA ORR,table,Other,EDDTableFromDatabase,"Study Notes, Northeast",,,,,,,,,,,,,,https://www.diver.orr.noaa.gov/erddap/tabledap/stage_study_notes_northeast_qm_public_only,,,,,,,,https://www.diver.orr.noaa.gov/erddap/info/stage_study_notes_northeast_qm_public_only/index,(source database),https://www.diver.orr.noaa.gov/web/guest/data-overview,https://www.diver.orr.noaa.gov/erddap/rss/stage_study_notes_northeast_qm_public_only.rss,https://www.diver.orr.noaa.gov/erddap/subscriptions/add.html?datasetID=stage_study_notes_northeast_qm_public_only&showErrors=false&email=,,,Study Notes - Northeast. NOAA ORR data from a local source.
stage_study_notes_northwest_qm_public_only,public,NOAA ORR,table,Other,EDDTableFromDatabase,"Study Notes, Northwest",,,,,,,,,,,,,,https://www.diver.orr.noaa.gov/erddap/tabledap/stage_study_notes_northwest_qm_public_only,,,,,,,,https://www.diver.orr.noaa.gov/erddap/info/stage_study_notes_northwest_qm_public_only/index,(source database),https://www.diver.orr.noaa.gov/web/guest/data-overview,https://www.diver.orr.noaa.gov/erddap/rss/stage_study_notes_northwest_qm_public_only.rss,https://www.diver.orr.noaa.gov/erddap/subscriptions/add.html?datasetID=stage_study_notes_northwest_qm_public_only&showErrors=false&email=,,,Study Notes - Northwest. NOAA ORR data from a local source.
stage_study_notes_southeast_qm_public_only,public,NOAA ORR,table,Other,EDDTableFromDatabase,"Study Notes, Southeast",,,,,,,,,,,,,,https://www.diver.orr.noaa.gov/erddap/tabledap/stage_study_notes_southeast_qm_public_only,,,,,,,,https://www.diver.orr.noaa.gov/erddap/info/stage_study_notes_southeast_qm_public_only/index,(source database),https://www.diver.orr.noaa.gov/web/guest/data-overview,https://www.diver.orr.noaa.gov/erddap/rss/stage_study_notes_southeast_qm_public_only.rss,https://www.diver.orr.noaa.gov/erddap/subscriptions/add.html?datasetID=stage_study_notes_southeast_qm_public_only&showErrors=false&email=,,,Study Notes - Southeast. NOAA ORR data from a local source.
stage_study_notes_southwest_qm_public_only,public,NOAA ORR,table,Other,EDDTableFromDatabase,"Study Notes, Southwest",,,,,,,,,,,,,,https://www.diver.orr.noaa.gov/erddap/tabledap/stage_study_notes_southwest_qm_public_only,,,,,,,,https://www.diver.orr.noaa.gov/erddap/info/stage_study_notes_southwest_qm_public_only/index,(source database),https://www.diver.orr.noaa.gov/web/guest/data-overview,https://www.diver.orr.noaa.gov/erddap/rss/stage_study_notes_southwest_qm_public_only.rss,https://www.diver.orr.noaa.gov/erddap/subscriptions/add.html?datasetID=stage_study_notes_southwest_qm_public_only&showErrors=false&email=,,,Study Notes - Southwest. NOAA ORR data from a local source.
stage_studyref_greatlakes_qm_public_only,public,NOAA ORR,table,Other,EDDTableFromDatabase,"Study References, Great Lakes",,,,,,,,,,,,,,https://www.diver.orr.noaa.gov/erddap/tabledap/stage_studyref_greatlakes_qm_public_only,,,,,,,,https://www.diver.orr.noaa.gov/erddap/info/stage_studyref_greatlakes_qm_public_only/index,(source database),https://www.diver.orr.noaa.gov/web/guest/data-overview,https://www.diver.orr.noaa.gov/erddap/rss/stage_studyref_greatlakes_qm_public_only.rss,https://www.diver.orr.noaa.gov/erddap/subscriptions/add.html?datasetID=stage_studyref_greatlakes_qm_public_only&showErrors=false&email=,,,Study References - Great Lakes
